LTARSiteCode,SiteVariableName,SiteVariableDescription,Units,ControlledVariable,ControlledDescription,ControlledUnits,Comments,TemporalResolution,StartDate,EndDate,ResponsiblePersons,StorageFormat,URLdataAccess,LocationIDoutsideNetwork,SpatialRepeats,SpatialDescription,AgCROS.Table,AgCROS.VarName
GB,hourly_098_soiltemperature_stm050,soil temperature,<U+00B0>C,Soil_Temp,Soil temperature at a given soil depth,°C,,1 hour,1990-09-27 0:00:00,2019-01-31 0:00:00,Seyfried,SAS V9,,,1,point,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil temperature
GB,hourly_098_soiltemperature_stm060,soil temperature,<U+00B0>C,Soil_Temp,Soil temperature at a given soil depth,°C,,1 hour,1981-11-05 0:00:00,2019-01-31 0:00:00,Seyfried,SAS V9,,,1,point,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil temperature
GB,hourly_098_soiltemperature_stm090,soil temperature,<U+00B0>C,Soil_Temp,Soil temperature at a given soil depth,°C,,1 hour,1981-11-05 0:00:00,2019-01-31 0:00:00,Seyfried,SAS V9,,,1,point,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil temperature
GB,hourly_098_soiltemperature_stm120,soil temperature,<U+00B0>C,Soil_Temp,Soil temperature at a given soil depth,°C,,1 hour,1981-11-05 0:00:00,2019-01-31 0:00:00,Seyfried,SAS V9,,,1,point,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil temperature
GB,hourly_098_soiltemperature_stm180,soil temperature,<U+00B0>C,Soil_Temp,Soil temperature at a given soil depth,°C,,1 hour,1985-06-14 0:00:00,2019-01-31 0:00:00,Seyfried,SAS V9,,,1,point,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil temperature
GB,hourly_098_soiltemperature_stm240,soil temperature,<U+00B0>C,Soil_Temp,Soil temperature at a given soil depth,°C,,1 hour,1985-06-14 0:00:00,1990-09-27 0:00:00,Seyfried,SAS V9,,,1,point,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil temperature
GB,hourly_098b_soiltemperature_stm005a,soil temperature,<U+00B0>C,Soil_Temp,Soil temperature at a given soil depth,°C,,1 hour,1989-10-06 0:00:00,2008-03-24 0:00:00,Seyfried,SAS V9,,,1,point,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil temperature
GB,hourly_098b_soiltemperature_stm005b,soil temperature,<U+00B0>C,Soil_Temp,Soil temperature at a given soil depth,°C,,1 hour,1989-10-06 0:00:00,2008-03-24 0:00:00,Seyfried,SAS V9,,,1,point,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil temperature
GB,hourly_098b_soiltemperature_stm005cc,soil temperature,<U+00B0>C,Soil_Temp,Soil temperature at a given soil depth,°C,,1 hour,1989-10-06 0:00:00,2008-03-24 0:00:00,Seyfried,SAS V9,,,1,point,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil temperature
GB,hourly_098b_soiltemperature_stm005cg,soil temperature,<U+00B0>C,Soil_Temp,Soil temperature at a given soil depth,°C,,1 hour,1989-10-06 0:00:00,2008-03-24 0:00:00,Seyfried,SAS V9,,,1,point,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil temperature
GB,hourly_098b_soiltemperature_stm005cv,soil temperature,<U+00B0>C,Soil_Temp,Soil temperature at a given soil depth,°C,,1 hour,1989-10-06 0:00:00,2008-03-24 0:00:00,Seyfried,SAS V9,,,1,point,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil temperature
GB,hourly_098b_soiltemperature_stm005d,soil temperature,<U+00B0>C,Soil_Temp,Soil temperature at a given soil depth,°C,,1 hour,1989-10-06 0:00:00,2008-03-24 0:00:00,Seyfried,SAS V9,,,1,point,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil temperature
GB,hourly_098b_soiltemperature_stm005e,soil temperature,<U+00B0>C,Soil_Temp,Soil temperature at a given soil depth,°C,,1 hour,1989-10-06 0:00:00,2000-08-30 0:00:00,Seyfried,SAS V9,,,1,point,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil temperature
GB,hourly_098b_soiltemperature_stm005fc,soil temperature,<U+00B0>C,Soil_Temp,Soil temperature at a given soil depth,°C,,1 hour,1989-10-06 0:00:00,2000-09-20 0:00:00,Seyfried,SAS V9,,,1,point,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil temperature
GB,hourly_098b_soiltemperature_stm005fg,soil temperature,<U+00B0>C,Soil_Temp,Soil temperature at a given soil depth,°C,,1 hour,1989-10-06 0:00:00,2008-03-24 0:00:00,Seyfried,SAS V9,,,1,point,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil temperature
GB,hourly_098b_soiltemperature_stm005fv,soil temperature,<U+00B0>C,Soil_Temp,Soil temperature at a given soil depth,°C,,1 hour,1989-10-06 0:00:00,2008-03-24 0:00:00,Seyfried,SAS V9,,,1,point,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil temperature
GB,hourly_098b_soiltemperature_stm010a,soil temperature,<U+00B0>C,Soil_Temp,Soil temperature at a given soil depth,°C,,1 hour,1989-10-06 0:00:00,2008-03-24 0:00:00,Seyfried,SAS V9,,,1,point,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil temperature
GB,hourly_098b_soiltemperature_stm010b,soil temperature,<U+00B0>C,Soil_Temp,Soil temperature at a given soil depth,°C,,1 hour,1989-10-06 0:00:00,2008-03-24 0:00:00,Seyfried,SAS V9,,,1,point,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil temperature
GB,hourly_098b_soiltemperature_stm010cc,soil temperature,<U+00B0>C,Soil_Temp,Soil temperature at a given soil depth,°C,,1 hour,1989-10-06 0:00:00,2008-03-24 0:00:00,Seyfried,SAS V9,,,1,point,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil temperature
GB,hourly_098b_soiltemperature_stm010cg,soil temperature,<U+00B0>C,Soil_Temp,Soil temperature at a given soil depth,°C,,1 hour,1989-10-06 0:00:00,2008-03-24 0:00:00,Seyfried,SAS V9,,,1,point,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil temperature
GB,hourly_098b_soiltemperature_stm010cv,soil temperature,<U+00B0>C,Soil_Temp,Soil temperature at a given soil depth,°C,,1 hour,1989-10-06 0:00:00,2008-03-24 0:00:00,Seyfried,SAS V9,,,1,point,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil temperature
GB,hourly_098b_soiltemperature_stm010d,soil temperature,<U+00B0>C,Soil_Temp,Soil temperature at a given soil depth,°C,,1 hour,1989-10-06 0:00:00,2008-03-24 0:00:00,Seyfried,SAS V9,,,1,point,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil temperature
GB,hourly_098b_soiltemperature_stm010e,soil temperature,<U+00B0>C,Soil_Temp,Soil temperature at a given soil depth,°C,,1 hour,1989-10-06 0:00:00,2001-12-07 0:00:00,Seyfried,SAS V9,,,1,point,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil temperature
GB,hourly_098b_soiltemperature_stm010fc,soil temperature,<U+00B0>C,Soil_Temp,Soil temperature at a given soil depth,°C,,1 hour,1989-10-06 0:00:00,2000-09-09 0:00:00,Seyfried,SAS V9,,,1,point,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil temperature
GB,hourly_098b_soiltemperature_stm010fg,soil temperature,<U+00B0>C,Soil_Temp,Soil temperature at a given soil depth,°C,,1 hour,1989-10-06 0:00:00,2000-09-09 0:00:00,Seyfried,SAS V9,,,1,point,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil temperature
GB,hourly_098b_soiltemperature_stm010fv,soil temperature,<U+00B0>C,Soil_Temp,Soil temperature at a given soil depth,°C,,1 hour,1989-10-06 0:00:00,2008-03-24 0:00:00,Seyfried,SAS V9,,,1,point,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil temperature
GB,hourly_098b_soiltemperature_stm020a,soil temperature,<U+00B0>C,Soil_Temp,Soil temperature at a given soil depth,°C,,1 hour,1989-10-06 0:00:00,2008-03-24 0:00:00,Seyfried,SAS V9,,,1,point,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil temperature
GB,hourly_098b_soiltemperature_stm020b,soil temperature,<U+00B0>C,Soil_Temp,Soil temperature at a given soil depth,°C,,1 hour,1989-10-06 0:00:00,2008-03-24 0:00:00,Seyfried,SAS V9,,,1,point,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil temperature
GB,hourly_098b_soiltemperature_stm020d,soil temperature,<U+00B0>C,Soil_Temp,Soil temperature at a given soil depth,°C,,1 hour,1989-10-06 0:00:00,2008-03-24 0:00:00,Seyfried,SAS V9,,,1,point,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil temperature
GB,hourly_098b_soiltemperature_stm020e,soil temperature,<U+00B0>C,Soil_Temp,Soil temperature at a given soil depth,°C,,1 hour,1989-10-06 0:00:00,2008-03-24 0:00:00,Seyfried,SAS V9,,,1,point,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil temperature
GB,hourly_098b_soiltemperature_stm030a,soil temperature,<U+00B0>C,Soil_Temp,Soil temperature at a given soil depth,°C,,1 hour,1989-10-06 0:00:00,2008-03-24 0:00:00,Seyfried,SAS V9,,,1,point,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil temperature
GB,hourly_098b_soiltemperature_stm030b,soil temperature,<U+00B0>C,Soil_Temp,Soil temperature at a given soil depth,°C,,1 hour,1989-10-06 0:00:00,2008-03-24 0:00:00,Seyfried,SAS V9,,,1,point,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil temperature
GB,hourly_098b_soiltemperature_stm030d,soil temperature,<U+00B0>C,Soil_Temp,Soil temperature at a given soil depth,°C,,1 hour,1989-10-06 0:00:00,2008-03-24 0:00:00,Seyfried,SAS V9,,,1,point,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil temperature
GB,hourly_098b_soiltemperature_stm030e,soil temperature,<U+00B0>C,Soil_Temp,Soil temperature at a given soil depth,°C,,1 hour,1989-10-06 0:00:00,2008-03-24 0:00:00,Seyfried,SAS V9,,,1,point,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil temperature
GB,hourly_098b_soiltemperature_stm040a,soil temperature,<U+00B0>C,Soil_Temp,Soil temperature at a given soil depth,°C,,1 hour,1989-10-06 0:00:00,2008-03-24 0:00:00,Seyfried,SAS V9,,,1,point,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil temperature
GB,hourly_098b_soiltemperature_stm040b,soil temperature,<U+00B0>C,Soil_Temp,Soil temperature at a given soil depth,°C,,1 hour,1989-10-06 0:00:00,2008-03-24 0:00:00,Seyfried,SAS V9,,,1,point,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil temperature
GB,hourly_098b_soiltemperature_stm040d,soil temperature,<U+00B0>C,Soil_Temp,Soil temperature at a given soil depth,°C,,1 hour,1989-10-06 0:00:00,2005-02-11 0:00:00,Seyfried,SAS V9,,,1,point,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil temperature
GB,hourly_098b_soiltemperature_stm040e,soil temperature,<U+00B0>C,Soil_Temp,Soil temperature at a given soil depth,°C,,1 hour,1989-10-06 0:00:00,2008-03-24 0:00:00,Seyfried,SAS V9,,,1,point,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil temperature
GB,hourly_098b_soiltemperature_stm050a,soil temperature,<U+00B0>C,Soil_Temp,Soil temperature at a given soil depth,°C,,1 hour,1989-10-06 0:00:00,2008-03-24 0:00:00,Seyfried,SAS V9,,,1,point,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil temperature
GB,hourly_098b_soiltemperature_stm050b,soil temperature,<U+00B0>C,Soil_Temp,Soil temperature at a given soil depth,°C,,1 hour,1989-10-06 0:00:00,2008-03-24 0:00:00,Seyfried,SAS V9,,,1,point,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil temperature
GB,hourly_098b_soiltemperature_stm050d,soil temperature,<U+00B0>C,Soil_Temp,Soil temperature at a given soil depth,°C,,1 hour,1989-10-06 0:00:00,2005-02-11 0:00:00,Seyfried,SAS V9,,,1,point,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil temperature
GB,hourly_098b_soiltemperature_stm050e,soil temperature,<U+00B0>C,Soil_Temp,Soil temperature at a given soil depth,°C,,1 hour,1989-10-06 0:00:00,2008-03-24 0:00:00,Seyfried,SAS V9,,,1,point,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil temperature
GB,hourly_098b_soiltemperature_stm060a,soil temperature,<U+00B0>C,Soil_Temp,Soil temperature at a given soil depth,°C,,1 hour,1989-10-06 0:00:00,2008-03-24 0:00:00,Seyfried,SAS V9,,,1,point,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil temperature
GB,hourly_098b_soiltemperature_stm060b,soil temperature,<U+00B0>C,Soil_Temp,Soil temperature at a given soil depth,°C,,1 hour,1989-10-06 0:00:00,2008-03-24 0:00:00,Seyfried,SAS V9,,,1,point,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil temperature
GB,hourly_098b_soiltemperature_stm060d,soil temperature,<U+00B0>C,Soil_Temp,Soil temperature at a given soil depth,°C,,1 hour,1989-10-06 0:00:00,2003-09-15 0:00:00,Seyfried,SAS V9,,,1,point,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil temperature
GB,hourly_098b_soiltemperature_stm060e,soil temperature,<U+00B0>C,Soil_Temp,Soil temperature at a given soil depth,°C,,1 hour,1989-10-06 0:00:00,2008-03-24 0:00:00,Seyfried,SAS V9,,,1,point,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil temperature
GB,hourly_127_soiltemperature_stm005,soil temperature,<U+00B0>C,Soil_Temp,Soil temperature at a given soil depth,°C,,1 hour,1990-09-19 0:00:00,2019-01-31 0:00:00,Seyfried,SAS V9,,,1,point,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil temperature
GB,hourly_127_soiltemperature_stm010,soil temperature,<U+00B0>C,Soil_Temp,Soil temperature at a given soil depth,°C,,1 hour,1981-10-13 0:00:00,2019-01-31 0:00:00,Seyfried,SAS V9,,,1,point,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil temperature
GB,hourly_127_soiltemperature_stm020,soil temperature,<U+00B0>C,Soil_Temp,Soil temperature at a given soil depth,°C,,1 hour,1990-09-19 0:00:00,2019-01-31 0:00:00,Seyfried,SAS V9,,,1,point,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil temperature
GB,hourly_127_soiltemperature_stm030,soil temperature,<U+00B0>C,Soil_Temp,Soil temperature at a given soil depth,°C,,1 hour,1981-10-13 0:00:00,2019-01-31 0:00:00,Seyfried,SAS V9,,,1,point,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil temperature
GB,hourly_127_soiltemperature_stm040,soil temperature,<U+00B0>C,Soil_Temp,Soil temperature at a given soil depth,°C,,1 hour,1990-09-19 0:00:00,2019-01-31 0:00:00,Seyfried,SAS V9,,,1,point,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil temperature
GB,hourly_127_soiltemperature_stm050,soil temperature,<U+00B0>C,Soil_Temp,Soil temperature at a given soil depth,°C,,1 hour,1990-09-19 0:00:00,2019-01-31 0:00:00,Seyfried,SAS V9,,,1,point,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil temperature
GB,hourly_127_soiltemperature_stm060,soil temperature,<U+00B0>C,Soil_Temp,Soil temperature at a given soil depth,°C,,1 hour,1981-10-13 0:00:00,2019-01-31 0:00:00,Seyfried,SAS V9,,,1,point,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil temperature
GB,hourly_127_soiltemperature_stm090,soil temperature,<U+00B0>C,Soil_Temp,Soil temperature at a given soil depth,°C,,1 hour,1981-10-13 0:00:00,2019-01-31 0:00:00,Seyfried,SAS V9,,,1,point,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil temperature
GB,hourly_127_soiltemperature_stm120,soil temperature,<U+00B0>C,Soil_Temp,Soil temperature at a given soil depth,°C,,1 hour,1981-10-13 0:00:00,2019-01-31 0:00:00,Seyfried,SAS V9,,,1,point,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil temperature
GB,hourly_127_soiltemperature_stm180,soil temperature,<U+00B0>C,Soil_Temp,Soil temperature at a given soil depth,°C,,1 hour,1981-10-13 0:00:00,2019-01-31 0:00:00,Seyfried,SAS V9,,,1,point,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil temperature
GB,hourly_127_soiltemperature_stm240,soil temperature,<U+00B0>C,Soil_Temp,Soil temperature at a given soil depth,°C,,1 hour,1981-10-13 0:00:00,1984-12-04 0:00:00,Seyfried,SAS V9,,,1,point,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil temperature
GB,hourly_13803_soiltemperature_stm005,soil temperature,<U+00B0>C,Soil_Temp,Soil temperature at a given soil depth,°C,,1 hour,1984-12-19 0:00:00,1996-11-13 0:00:00,Seyfried,SAS V9,,,1,point,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil temperature
GB,hourly_13803_soiltemperature_stm010,soil temperature,<U+00B0>C,Soil_Temp,Soil temperature at a given soil depth,°C,,1 hour,1984-12-19 0:00:00,1996-11-13 0:00:00,Seyfried,SAS V9,,,1,point,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil temperature
GB,hourly_13803_soiltemperature_stm015,soil temperature,<U+00B0>C,Soil_Temp,Soil temperature at a given soil depth,°C,,1 hour,1984-12-19 0:00:00,1996-11-13 0:00:00,Seyfried,SAS V9,,,1,point,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil temperature
GB,hourly_13803_soiltemperature_stm020,soil temperature,<U+00B0>C,Soil_Temp,Soil temperature at a given soil depth,°C,,1 hour,1984-12-19 0:00:00,1996-11-13 0:00:00,Seyfried,SAS V9,,,1,point,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil temperature
GB,hourly_13803_soiltemperature_stm030,soil temperature,<U+00B0>C,Soil_Temp,Soil temperature at a given soil depth,°C,,1 hour,1984-12-19 0:00:00,1996-11-13 0:00:00,Seyfried,SAS V9,,,1,point,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil temperature
GB,hourly_138f06_soiltemperature_stm010wa,soil temperature,<U+00B0>C,Soil_Temp,Soil temperature at a given soil depth,°C,,1 hour,2003-10-01 0:00:00,2019-01-07 0:00:00,Seyfried,SAS V9,,,1,point,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil temperature
GB,hourly_138f06_soiltemperature_stm010wh,soil temperature,<U+00B0>C,Soil_Temp,Soil temperature at a given soil depth,°C,,1 hour,2003-10-01 0:00:00,2019-01-07 0:00:00,Seyfried,SAS V9,,,1,point,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil temperature
GB,hourly_138f06_soiltemperature_stm010wla,soil temperature,<U+00B0>C,Soil_Temp,Soil temperature at a given soil depth,°C,,1 hour,2003-10-01 0:00:00,2019-01-31 0:00:00,Seyfried,SAS V9,,,1,point,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil temperature
GB,hourly_138f06_soiltemperature_stm030wa,soil temperature,<U+00B0>C,Soil_Temp,Soil temperature at a given soil depth,°C,,1 hour,2003-10-01 0:00:00,2019-01-07 0:00:00,Seyfried,SAS V9,,,1,point,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil temperature
GB,hourly_138f06_soiltemperature_stm030wh,soil temperature,<U+00B0>C,Soil_Temp,Soil temperature at a given soil depth,°C,,1 hour,2003-10-01 0:00:00,2019-01-07 0:00:00,Seyfried,SAS V9,,,1,point,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil temperature
GB,hourly_138f06_soiltemperature_stm030wla,soil temperature,<U+00B0>C,Soil_Temp,Soil temperature at a given soil depth,°C,,1 hour,2003-10-01 0:00:00,2019-01-31 0:00:00,Seyfried,SAS V9,,,1,point,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil temperature
GB,hourly_138f06_soiltemperature_stm060wa,soil temperature,<U+00B0>C,Soil_Temp,Soil temperature at a given soil depth,°C,,1 hour,2003-10-01 0:00:00,2019-01-07 0:00:00,Seyfried,SAS V9,,,1,point,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil temperature
GB,hourly_138f06_soiltemperature_stm060wh,soil temperature,<U+00B0>C,Soil_Temp,Soil temperature at a given soil depth,°C,,1 hour,2003-10-01 0:00:00,2019-01-07 0:00:00,Seyfried,SAS V9,,,1,point,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil temperature
GB,hourly_138f06_soiltemperature_stm060wla,soil temperature,<U+00B0>C,Soil_Temp,Soil temperature at a given soil depth,°C,,1 hour,2003-10-01 0:00:00,2019-01-31 0:00:00,Seyfried,SAS V9,,,1,point,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil temperature
GB,hourly_138f06_soiltemperature_stm090wa,soil temperature,<U+00B0>C,Soil_Temp,Soil temperature at a given soil depth,°C,,1 hour,2003-10-01 0:00:00,2019-01-07 0:00:00,Seyfried,SAS V9,,,1,point,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil temperature
GB,hourly_138f06_soiltemperature_stm090wh,soil temperature,<U+00B0>C,Soil_Temp,Soil temperature at a given soil depth,°C,,1 hour,2003-10-01 0:00:00,2019-01-07 0:00:00,Seyfried,SAS V9,,,1,point,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil temperature
GB,hourly_138f06_soiltemperature_stm090wla,soil temperature,<U+00B0>C,Soil_Temp,Soil temperature at a given soil depth,°C,,1 hour,2003-10-01 0:00:00,2019-01-31 0:00:00,Seyfried,SAS V9,,,1,point,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil temperature
GB,hourly_138f06_soiltemperature_stm120wa,soil temperature,<U+00B0>C,Soil_Temp,Soil temperature at a given soil depth,°C,,1 hour,2003-10-01 0:00:00,2019-01-07 0:00:00,Seyfried,SAS V9,,,1,point,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil temperature
GB,hourly_138f06_soiltemperature_stm120wh,soil temperature,<U+00B0>C,Soil_Temp,Soil temperature at a given soil depth,°C,,1 hour,2003-10-01 0:00:00,2019-01-07 0:00:00,Seyfried,SAS V9,,,1,point,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil temperature
GB,hourly_138f06_soiltemperature_stm150wa,soil temperature,<U+00B0>C,Soil_Temp,Soil temperature at a given soil depth,°C,,1 hour,2003-10-01 0:00:00,2019-01-07 0:00:00,Seyfried,SAS V9,,,1,point,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil temperature
GB,hourly_138f06_soiltemperature_stm150wh,soil temperature,<U+00B0>C,Soil_Temp,Soil temperature at a given soil depth,°C,,1 hour,2003-10-01 0:00:00,2019-01-07 0:00:00,Seyfried,SAS V9,,,1,point,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil temperature
GB,hourly_138f06_soiltemperature_stm180wa,soil temperature,<U+00B0>C,Soil_Temp,Soil temperature at a given soil depth,°C,,1 hour,2003-10-01 0:00:00,2019-01-07 0:00:00,Seyfried,SAS V9,,,1,point,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil temperature
GB,hourly_138f06_soiltemperature_stm210wa,soil temperature,<U+00B0>C,Soil_Temp,Soil temperature at a given soil depth,°C,,1 hour,2003-10-01 0:00:00,2019-01-07 0:00:00,Seyfried,SAS V9,,,1,point,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil temperature
GB,hourly_138j10_soiltemperature_stm005,soil temperature,<U+00B0>C,Soil_Temp,Soil temperature at a given soil depth,°C,,1 hour,1984-02-03 0:00:00,1996-09-24 0:00:00,Seyfried,SAS V9,,,1,point,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil temperature
GB,hourly_138j10_soiltemperature_stm010,soil temperature,<U+00B0>C,Soil_Temp,Soil temperature at a given soil depth,°C,,1 hour,1984-02-03 0:00:00,1996-09-24 0:00:00,Seyfried,SAS V9,,,1,point,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil temperature
GB,hourly_138j10_soiltemperature_stm015,soil temperature,<U+00B0>C,Soil_Temp,Soil temperature at a given soil depth,°C,,1 hour,1984-02-03 0:00:00,1996-09-24 0:00:00,Seyfried,SAS V9,,,1,point,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil temperature
GB,hourly_138j10_soiltemperature_stm020,soil temperature,<U+00B0>C,Soil_Temp,Soil temperature at a given soil depth,°C,,1 hour,1984-02-03 0:00:00,1996-09-24 0:00:00,Seyfried,SAS V9,,,1,point,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil temperature
GB,hourly_138j10_soiltemperature_stm030,soil temperature,<U+00B0>C,Soil_Temp,Soil temperature at a given soil depth,°C,,1 hour,1984-02-03 0:00:00,1996-09-24 0:00:00,Seyfried,SAS V9,,,1,point,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil temperature
GB,hourly_145c_soiltemperature_stm010bl,soil temperature,<U+00B0>C,Soil_Temp,Soil temperature at a given soil depth,°C,,1 hour,2002-05-08 0:00:00,2012-07-17 0:00:00,Seyfried,SAS V9,,,1,point,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil temperature
GB,hourly_145c_soiltemperature_stm010bu,soil temperature,<U+00B0>C,Soil_Temp,Soil temperature at a given soil depth,°C,,1 hour,2002-05-08 0:00:00,2012-07-17 0:00:00,Seyfried,SAS V9,,,1,point,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil temperature
GB,hourly_145c_soiltemperature_stm010ul,soil temperature,<U+00B0>C,Soil_Temp,Soil temperature at a given soil depth,°C,,1 hour,2002-05-31 0:00:00,2012-07-17 0:00:00,Seyfried,SAS V9,,,1,point,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil temperature
