LTARSiteCode,SiteVariableName,SiteVariableDescription,Units,ControlledVariable,ControlledDescription,ControlledUnits,Comments,TemporalResolution,StartDate,EndDate,ResponsiblePersons,StorageFormat,URLdataAccess,LocationIDoutsideNetwork,SpatialRepeats,SpatialDescription,AgCROS.Table,AgCROS.VarName
ECB,Water Stable Aggregates,,g C/kg soil,Water_Stable_Aggregation,Abundance of water-stable soil aggregates by size class (wet sieve),g/kg,units don't match but we have this data,,,,Emily Duncan,Excel Sheets,,,1,,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Water Stable Aggregates, soil"
ECB,Potentially Mineralizable N,,g/kg,Mineralizable N,Accumulation of both soil nitrate and ammonium,mg N/kg,,,,,Emily Duncan,Excel Sheets,,,1,,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",Potentially Mineralizable N
ECB,NH4,,mg N/kg soil,Ammonium_NH4_extractable,Ammonium in soil extract,mg N/kg,,Annual,,Present,Emily Duncan,Excel Sheets,Excel Sheets,,1,,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Ammonium nitrogen, soil"
ECB,Atterberg limits,Water content where soil reaches liquid and plastic limits,cm3 water/cm3,Consistency,Assessment of soil consistence,,edited by WO,,,,,,,,,,,
ECB,Mineral Assoc C,,g C/kg soil,Mineral_associated_OM_C,Carbon associated with the mineral fraction (<0.53 μm),g C/kg,,,,,Emily Duncan,Excel Sheets,,,1,,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Mineral associated carbon, soil, mean or single measurement"
ECB,Soluble Organic C,,mg C/kg soil,Extractable_C,Carbon in soil extract,mg C/kg,,,,,Emily Duncan,Excel Sheets,,,1,,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Soluble organic carbon, soil"
ECB,H3A extractable C,,,Extractable_C,Carbon in soil extract,mg C/kg,,,,,,,,,,,,
ECB,CEC,,cmol/kg,CEC,Cation Exchange capacity,cmol/kg,,Annual,,Present,Emily Duncan,Excel Sheets,Excel Sheets,,1,,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Cation exchange capacity, soil"
ECB,Mehlich-3 S,,,S_extractable,Extractable soil sulfur,mg S/kg,,,,,,,,,,,,
ECB,Particle-Size Distribution,,%,Particle_Size_Distribution,Measurement of full range of particle sizes using laser diffraction,,,One time,,intermittent,Emily Duncan,Excel Sheets,Excel Sheets,,1,,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",Micro or Macroaggregation
ECB,Microbial Biomass C,,,Microbial_biomass_C,Microbial biomass carbon,mg C/kg,,,,,,,,,,,,
ECB,pH,,,pH,Negative logarithm of the hydrogen ion concentration,no reported units,,Annual,,Present,Emily Duncan,Excel Sheets,Excel Sheets,,1,,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil pH
ECB,Water extractable nitrate+nitrite,,,Nitrate_NO3_extractable,Nitrate in soil extract,mg N/kg,"The method measures nitrate + nitrite, but it typically assumed to be nitrate. Might add this detail to the nitrate var name description?",,,,,,,,,,,
ECB,H3A extractable Nitrate+Nitrite,,,Nitrate_NO3_extractable,Nitrate in soil extract,mg N/kg,"The method measures nitrate + nitrite, but it typically assumed to be nitrate. Might add this detail to the nitrate var name description?",,,,,,,,,,,
ECB,NO3,,mg N/kg soil,Nitrate_NO3_extractable,Nitrate in soil extract,mg N/kg,,Annual,,Present,Emily Duncan,Excel Sheets,Excel Sheets,,1,,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Nitrate nitrogen, soil"
ECB,Nitrite,,mg/kg,Nitrite_NO2_extractable,Nitrite in soil extract,mg N/kg,,,,,Emily Duncan,Excel Sheets,,,1,,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Nitrite, soil"
ECB,Bulk Density,,,Bulk_Density,Oven-dried soil mass per volume,g/cm3,,,,,,,,,,,,
ECB,Water extractable PO4,,,PO4_extractable,Phosphate in soil extract,mg P/kg,,,,,,,,,,,,
ECB,H3A extractable PO4,,,PO4_extractable,Phosphate in soil extract,mg P/kg,,,,,,,,,,,,
ECB,Penetration resistance,Resistance to cone penetrometer,pounds/in2 (PSI),Penetration_Resistance,Resistance to penetration of instrument into soil,kPa,edited by WO,,,,,,,,,,,
ECB,Mehlich-3 Al,,,Al_extractable,Soil concentration of extractable Aluminum,mg Al/kg,,,,,,,,,,,,
ECB,Mehlich-3 B,,,B_extractable,Soil concentration of extractable Boron,mg B/kg,,,,,,,,,,,,
ECB,Ca,,mg Ca/kg soil,Ca_extractable,Soil concentration of extractable Calcium,mg Ca/kg,,Annual,,Present,Emily Duncan,Excel Sheets,Excel Sheets,,1,,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Calcium, soil"
ECB,Cu,,mg Cu/kg soil,Cu_extractable,Soil concentration of extractable Copper,mg Cu/kg,,,,,Emily Duncan,Excel Sheets,,,1,,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Copper, soil"
ECB,Fe,,Fe mg/kg soil,Fe_extractable,Soil concentration of extractable Iron,mg Fe/kg,,Annual,,Present,Emily Duncan,Excel Sheets,Excel Sheets,,1,,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Iron, soil"
ECB,Mg,,mg Mg/kg soil,Mg_extractable,Soil concentration of extractable Magnesium,mg Mg/kg,,,,,Emily Duncan,Excel Sheets,,,1,,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Magnesium, soil"
ECB,Mn,,Mn mg/kg soil,Mn_extractable,Soil concentration of extractable Manganese,mg Mn/kg,,,,,Emily Duncan,Excel Sheets,,,1,,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Mangenese, soil"
ECB,Mehlich-3 Mo,,,Mo_extractable,Soil concentration of extractable Molybdenum,mg Mo/kg,,,,,,,,,,,,
ECB,K,,mg K/kg soil,K_extractable,Soil concentration of extractable Potassium,mg K/kg,,,,,Emily Duncan,Excel Sheets,,,1,,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Potassium, soil"
ECB,Mehlich-3 K,,,K_extractable,Soil concentration of extractable Potassium,mg K/kg,,,,,,,,,,,,
ECB,Mehlich-3 Na,,,Na_extractable,Soil concentration of extractable Sodium,mg Na/kg,,,,,,,,,,,,
ECB,Zn,,Zn mg/kg soil,Zn_extractable,Soil concentration of extractable Zinc,mg Zn/kg,,,,,Emily Duncan,Excel Sheets,,,1,,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Zinc, soil"
ECB,Inorganic C,,g C/kg soil,Total_inorganic_C,Soil concentration of total inorganic carbon,mg C/kg,,,,,Emily Duncan,Excel Sheets,,,1,,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Inorganic soil carbon, soil, mean or single measurement"
ECB,Organic C,,g C/kg soil,Total_organic_C,Soil concentration of total organic carbon,g C/kg,,,,,Emily Duncan,Excel Sheets,,,1,,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Organic soil carbon, soil, mean or single measurement"
ECB,EC,,dS/m,Electrical_Conductivity,Soil electrical conductivity,decisiemens/m,,,,,Emily Duncan,Excel Sheets,,,1,,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Cation exchange capacity, soil"
ECB,Soil temperature,,,Soil_Temp,Soil temperature at a given soil depth,°C,,,,,,,,,,,,
ECB,Field unsaturated K,"Unsaturated hydraulic conductivity, measured at 2 cm head",cm/sec,Hydraulic_Conductivity,Soils ability to transmit water when subjected to a hydraulic gradient,cm/sec,"Need new var name for unsaturated K; also should have one for ""infiltration rate"" as this is different than Ksat",,,,,,,,,,,
ECB,Field Ksat,,,Hydraulic_Conductivity,Soils ability to transmit water when subjected to a hydraulic gradient,cm/sec,,,,,,,,,,,,
ECB,Water extractable N,,,Total_N_extractable,Total nitrogen in soil extract,g N/kg,,,,,,,,,,,,
ECB,H3A extractable N,,,Total_N_extractable,Total nitrogen in soil extract,g N/kg,,,,,,,,,,,,
ECB,Mid Near Infrared Total C,,g C/kg soil,Total_Soil_C,Total of all forms of carbon in the soil (organic and inorganic C),g C/kg,,,,,Emily Duncan,Excel Sheets,,,1,,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Near Infrared Total carbon, soil"
ECB,Total Soil C,,g C/kg soil,Total_Soil_C,Total of all forms of carbon in the soil (organic and inorganic C),g C/kg,,,,,Emily Duncan,Excel Sheets,,,1,,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Total soil carbon, soil, mean or single measurement"
ECB,P,,mg P/kg soil,Total_P_extractable,Total phosphorus in soil extract,mg P/kg,,Annual,,Present,Emily Duncan,Excel Sheets,Excel Sheets,,1,,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Phosphorus, soil"
ECB,Water extractable P,,,Total_P_extractable,Total phosphorus in soil extract,mg P/kg,,,,,,,,,,,,
ECB,H3A extractable P,,,Total_P_extractable,Total phosphorus in soil extract,mg P/kg,,,,,,,,,,,,
ECB,Total Soil N,,g N/kg soil,Total_Soil_N,Total soil nitrogen,g N/kg,,,,,Emily Duncan,Excel Sheets,,,1,,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Total soil nitrogen, soil, mean or single measurement"
ECB,Soil water content,,,Soil_Moisture_vol,Volumetric soil moisture content,% vol (cm3 H2O/cm3 soil*100),,,,,,,,,,,,
GACP,MatricPotential,,kPa,No controlled name,-,-,"VLJ - is this being used to measure soil moisture content? If continuous measurement like dielectric permittivity, then can go to geoevent server; if episodic, these values should be reported as soil moisture content (vol) and indicate in attribute table that it was calculated from matric potential; WO - check if these are separate from the soil moisture measurements; site confirmed matric potential is separate from volumetric soil moisture so keep the entry",,,,Dinku Endale,.csv,,,1,Belflower_216_Plot_01,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",unresolved
GACP,Water stable aggregation,,g/kg,Water_Stable_Aggregation,Abundance of water-stable soil aggregates by size class (wet sieve),g/kg,,,,,,,,,,,,
GACP,Extractable ammonium,Ammonium in KCl extract,mg NH4-N/kg,Ammonium_NH4_extractable,Ammonium in soil extract,mg N/kg,"At the GACP site, soil cores are sampled by depth (90 m grid) every 5 years and sectioned from 0-15, 15-30, 30-60, and 60-90 cm.",,,,,,,,,,,
GACP,Extractable C,Soil TC following chloroform fumigation,g C/kg,Extractable_C,Carbon in soil extract,mg C/kg,"VLJ - is this part of microbial biomass calculation using fumigation?; WO - agreed, check if we should remove since it's not the actual variable of interest; site recommends keep as extractable C",,,,,,,,,,,
GACP,Extractable sulfur (S),S in Mehlich-I extract,mg S/kg,S_extractable,Extractable soil sulfur,mg S/kg,,,,,,,,,,,,
GACP,"Soil texture, gravel content",,%,Coarse fragment,Gravel fraction > 2 mm,% of whole soil,,,,,,,,,,,,
GACP,Soil microbial community composition,,,Lipid_biomarkers,"Lipid biomakers including phospholipid fatty acids and fatty acid methyl esters, were they measured",-,"Edited by WO, need to confirm this is the correct controlled vocab; site recommends keep as lipid biomarkers",,,,,,,,,,,
GACP,Microbial biomass C,Potassium sulfate extraction and chloroform fumigation,g MBC/kg,Microbial_biomass_C,Microbial biomass carbon,mg C/kg,Not measuring anymore but have data.,,,,,,,,,,,
GACP,Microbial biomass N,Potassium sulfate extraction and chloroform fumigation,g MBN/kg,Microbial_biomass_N,Microbial biomass nitrogen,mg N/kg,Not measuring anymore but have data.,,,,,,,,,,,
GACP,pH,Soil in water (1:1),,pH,Negative logarithm of the hydrogen ion concentration,no reported units,,,,,,,,,,,,
GACP,Extractable nitrate,Nitrate in KCl extract,mg NO3-N/kg,Nitrate_NO3_extractable,Nitrate in soil extract,mg N/kg,,,,,,,,,,,,
GACP,Bulk density,,g/cm3,Bulk_Density,Oven-dried soil mass per volume,g/cm3,,,,,,,,,,,,
GACP,"Soil texture, clay",,%,Clay,Percent of soil particles in clay fraction < 0.002 mm,% of <2 mm sieved soil,,,,,,,,,,,,
GACP,"Soil texture, sand",,%,Sand,Percent of soil particles in sand fraction > 0.05 mm,% of <2 mm sieved soil,,,,,,,,,,,,
GACP,"Soil texture, silt",,%,Silt,Percent of soil particles in silt fraction < 0.05 and > 0.002 mm,% of <2 mm sieved soil,,,,,,,,,,,,
GACP,Extractable orthophosphate,Orthophosphate in KCl extract,mg PO4-P/kg,PO4_extractable,Phosphate in soil extract,mg P/kg,,,,,,,,,,,,
GACP,Total soil Al,Total Al in acid digestion,mg Al/kg,Al_extractable,Soil concentration of extractable Aluminum,mg Al/kg,"VLJ - since we have Total_Soil_P, we may need to include Total_Soil_Micronutrient categories also for those who do complete digests; here ""Total_Soil_Al"" WO - the other option is including ""acid digestion"" in the extractant list?",,,,,,,,,,,
GACP,Extractable aluminum (Al),Al in Mehlich-I extract,mg Al/kg,Al_extractable,Soil concentration of extractable Aluminum,mg Al/kg,,,,,,,,,,,,
GACP,Extracteble boron (B),B in Mehlich-I extract,mg B/kg,B_extractable,Soil concentration of extractable Boron,mg B/kg,,,,,,,,,,,,
GACP,Total soil B,Total B in acid digestion,mg B/kg,B_extractable,Soil concentration of extractable Boron,mg B/kg,,,,,,,,,,,,
GACP,Extractable calcium (Ca),Ca in Mehlich-I extract,mg Ca/kg,Ca_extractable,Soil concentration of extractable Calcium,mg Ca/kg,,,,,,,,,,,,
GACP,Total soil Ca,Total Ca in acid digestion,mg Ca/kg,Ca_extractable,Soil concentration of extractable Calcium,mg Ca/kg,,,,,,,,,,,,
GACP,Extractable chromium (Cr),Cr in Mehlich-I extract,mg Cr/kg,Cr_extractable,Soil concentration of extractable Chromium,mg Cr/kg,,,,,,,,,,,,
GACP,Total soil Cr,Total Cr in acid digestion,mg Cr/kg,Cr_extractable,Soil concentration of extractable Chromium,mg Cr/kg,,,,,,,,,,,,
GACP,Extractable copper (Cu),Cu in Mehlich-I extract,mg Cu/kg,Cu_extractable,Soil concentration of extractable Copper,mg Cu/kg,,,,,,,,,,,,
GACP,Total soil Cu,Total Cu in acid digestion,mg Cu/kg,Cu_extractable,Soil concentration of extractable Copper,mg Cu/kg,,,,,,,,,,,,
GACP,Extractable iron (Fe),Fe in Mehlich-I extract,mg Fe/kg,Fe_extractable,Soil concentration of extractable Iron,mg Fe/kg,,,,,,,,,,,,
GACP,Total soil Fe,Total Fe in acid digestion,mg Fe/kg,Fe_extractable,Soil concentration of extractable Iron,mg Fe/kg,,,,,,,,,,,,
GACP,Extractable lead (Pb),Pb in Mehlich-I extract,mg Pb/kg,Pb_extractable,Soil concentration of extractable Lead,mg Pb/kg,,,,,,,,,,,,
GACP,Total soil lead (Pb),Total Pb in acid digestion,mg Pb/kg,Pb_extractable,Soil concentration of extractable Lead,mg Pb/kg,,,,,,,,,,,,
GACP,Extractable magnesium (Mg),Mg in Mehlich-I extract,mg Mg/kg,Mg_extractable,Soil concentration of extractable Magnesium,mg Mg/kg,,,,,,,,,,,,
GACP,Total soil Mg,Total Mg in acid digestion,mg Mg/kg,Mg_extractable,Soil concentration of extractable Magnesium,mg Mg/kg,,,,,,,,,,,,
GACP,Extractable manganese (Mn),Mn in Mehlich-I extract,mg Mn/kg,Mn_extractable,Soil concentration of extractable Manganese,mg Mn/kg,,,,,,,,,,,,
GACP,Total soil Mn,Total Mn in acid digestion,mg Mn/kg,Mn_extractable,Soil concentration of extractable Manganese,mg Mn/kg,,,,,,,,,,,,
GACP,Extractable molybdenum (Mo),Mo in Mehlich-I extract,mg Mo/kg,Mo_extractable,Soil concentration of extractable Molybdenum,mg Mo/kg,,,,,,,,,,,,
GACP,Total soil Mo,Total Mo in acid digestion,mg Mo/kg,Mo_extractable,Soil concentration of extractable Molybdenum,mg Mo/kg,,,,,,,,,,,,
GACP,Extractable potassium (K),K in Mehlich-I extract,mg K/kg,K_extractable,Soil concentration of extractable Potassium,mg K/kg,,,,,,,,,,,,
GACP,Total soil potassium (TK),TK in acid digestion,mg K/kg,K_extractable,Soil concentration of extractable Potassium,mg K/kg,,,,,,,,,,,,
GACP,Extractable silicon (Si),Si in Mehlich-I extract,mg Si/kg,Si_extractable,Soil concentration of extractable Silicon,mg Si/kg,,,,,,,,,,,,
GACP,Total soil Si,Total Si in acid digestion,mg Si/kg,Si_extractable,Soil concentration of extractable Silicon,mg Si/kg,,,,,,,,,,,,
GACP,Extractable sodium (Na),Na in Mehlich-I extract,mg Na/kg,Na_extractable,Soil concentration of extractable Sodium,mg Na/kg,,,,,,,,,,,,
GACP,Total soil Na,Total Na in acid digestion,mg Na/kg,Na_extractable,Soil concentration of extractable Sodium,mg Na/kg,,,,,,,,,,,,
GACP,Extractable zinc (Zn),Zn in Mehlich-I extract,mg Zn/kg,Zn_extractable,Soil concentration of extractable Zinc,mg Zn/kg,,,,,,,,,,,,
GACP,Total soil Zn,Total Zn in acid digestion,mg Zn/kg,Zn_extractable,Soil concentration of extractable Zinc,mg Zn/kg,,,,,,,,,,,,
GACP,Soil Conductivity,Soil Conductivity,mhos/m,Electrical_Conductivity,Soil electrical conductivity,decisiemens/m,"Obtained from soil probes located at multiple sites along the SEWRL hydrological network. Measurements are taken at three depths (5, 20, and 30 cm).",30 min,1/14/2008 0:00,Present,David Bosch,.csv,https://www.nrrig.mwa.ars.usda.gov/stewards/stewards.html,,1,RG30,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Soil electrical conductivity, soil"
GACP,Soil temperature,Soil temperature,Deg C,Soil_Temp,Soil temperature at a given soil depth,°C,"Obtained from soil probes located at multiple sites along the SEWRL hydrological network. Measurements are taken at three depths (5, 20, and 30 cm).",30 min,1/14/2008 0:00,Present,David Bosch,.csv,https://www.nrrig.mwa.ars.usda.gov/stewards/stewards.html,,1,RG30,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil temperature
GACP,Water extractable organic matter WEOM),Optical properties of WEOM,,Spectra_aqueous,Spectroscopic data from aqueous sample,,Characterization of WEOM using UV-Vis and fluorescence spectroscopy.; edited by WO,,,,,,,,,,,
GACP,Plant-available N,Soil TN following chloroform fumigation,g N/kg,Total_N_extractable,Total nitrogen in soil extract,g N/kg,,,,,,,,,,,,
GACP,Total soil C (TC),,g C/kg,Total_Soil_C,Total of all forms of carbon in the soil (organic and inorganic C),g C/kg,,,,,,,,,,,,
GACP,Extractable phosphorus (P),P in Mehlich-I extract,mg P/kg,Total_P_extractable,Total phosphorus in soil extract,mg P/kg,,,,,,,,,,,,
GACP,Total soil N (TN),,g N/kg,Total_Soil_N,Total soil nitrogen,g N/kg,,,,,,,,,,,,
GACP,Total soil P (TP),TP in acid digestion,mg P/kg,Total_Soil_P,Total soil phosphorus,mg P/kg,,,,,,,,,,,,
GACP,Total soil sulfur (TS),TS in acid digestion,mg S/kg,Total_Soil_S,Total soil sulfur,mg S/kg,,,,,,,,,,,,
GACP,SM_20cm,soil_moisture_20cm,%,Soil_Moisture_vol,Volumetric soil moisture content,% vol (cm3 H2O/cm3 soil*100),WO - depth of measurement will be capture by meta data,1 hour,,,Alisa Coffin,.csv,,,1,BP_02,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil moisture
GACP,Soil moisture,,,Soil_Moisture_grav,,,,,,,,,,,,,,
GACP,Specific surface area,,,Specific_surface_area,,,,,,,,,,,,,,
GB,hourly_057_soiltemperature_stm005,soil temperature,<U+00B0>C,Soil_Temp,Soil temperature at a given soil depth,°C,WO - depth of measurement will be captured by meta data,1 hour,8/7/1990 0:00,12/31/1994 0:00,Seyfried,SAS V9,,,1,point,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil temperature
GB,l1_012_hydraprobe_wat005,soil water content,%,Soil_Moisture_vol,Volumetric soil moisture content,% vol (cm3 H2O/cm3 soil*100),,15 minute,11/7/2001 0:00,2/17/2018 0:00,Seyfried,SAS V9,,,1,point,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil moisture
JER,Holecheck's transects_College Ranch_NMSU,"Soil stability test: provides information about the degree of soil structural development and erosion resistance when exposed to rapid wetting. Sites with average values of 5.5 or above generally are very resistant to erosion. Maximum possible soil stability values may be less than 6 for very coarse sandy soils. High values usually reflect good hydrologic function.","classes: 1 is assigned to peds which dissolve within 5 seconds, 2 if between 5-30 seconds, 3 if between 30-300 seconds, 4 if 10-25% of the ped remain after the dipping cycle, 5 if 25-75% remain, and 6 if >75% of the ped remain intact.",No controlled name,-,"Stability classes are assigned from 1-6: class of 1 is assigned to peds which dissolve within 5 seconds, 2 if between 5-30 seconds, 3 if between 30-300 seconds, 4 if 10-25% of the ped remain after the dipping cycle, 5 if 25-75% remain, and 6 if >75% of the ped remain intact.","Method developed by JER team. Herrick et al., 2017. . Monitoring manual for grassland, shurbland, and savanna ecosystems. USDA - ARS Jornada Experimental Range.; WO - no category",,,,,,,,,,,
JER,Duneland Restoration Project_JER,Pedoderm class: describes the type of material that occurs at the air-soil interface--the 'pedoderm' or upper 3 cm of the soil surface.,Categorical variable: bare single grain soil < weak physical or biological crust < strong physical crust < erosion pavement < desert pavement.,No controlled name,-,-,WO - no category,,,,,,,,,,,
JER,Duneland Restoration Project_JER,Resource Retention Class: classifies the spatial pattern of persistent vascular plants and interpatches that govern resource movement and erosion rates.,"Ordinal variable: 1. Interconnected persistent plant cover or dense bunchgrasses and surrounding round interpatch areas <30 cm, 2. Persistent plants interconnected and surrounding round/oval interpatch areas >30 cm, 3. Persistent plant patches fragmented by elongated interpatch areas that are bounded in the plot, 4. Persistent plant patches fragmented by elongated interpatch areas that cross through the plot, 5. Interpatch areas interconnected and crossing the plot in several directions; isolated persistent plant patches. 6. Interpatch areas interconnected; scattered or no persistent plants. 

",No controlled name,-,-,WO - no category,,,,,,,,,,,
JER,Duneland Restoration Project_JER,"Soil redistribution class: uses several surface features, such as pedestals and depositional mounds, to classify the spatial extent and severity of erosion and deposition.","Ordinal variable: 0. No evidence of erosion or deposition, 2. Patchy, slight (typically 1-5 cm) soil loss and deposition, 3a. Extensive, moderate soil loss (1-10 cm), 3b. Extensive, moderate soil deposition (1-10 cm), 4a. Extensive, severe erosion (>10 cm); little deposition, 4b. Extensive, severe erosion (>10 cm) with patchy sediment deposition, 4c. Extensive, severe sediment deposition (>10 cm).",No controlled name,-,-,WO - no category,,,,,,,,,,,
JER,Duneland Restoration Project_JER,"Soil pit characterization: define the soil profile based on identification of various soil horizons. Horizons are delineated by soil texture, color, chemical and mineral content, thickness, and structure.  ",.,No controlled name,-,-,WO - no category,,,,,,,,,,,
JER,Duneland Restoration Project_JER,"Landforms: define the recognizable and distinctive general surface of the land. Landforms, as three-dimensional surfaces, generally have a consistent position with respect to surrounding landforms and have some significance to people. Landforms can indicate soil patterns. ",.,No controlled name,-,-,WO - no category,,,,,,,,,,,
JER,Duneland Restoration Project_JER,"Slope shape: Slope shape describes the contour of the land using Linear, Concave, and Convex. The description describes both the downslope direction (with the aspect) and slope shape perpendicular to the aspect (or along the contour)","Linear, Concave, and Convex.",No controlled name,-,-,WO - no category,,,,,,,,,,,
JER,Duneland Restoration Project_JER,"Soil stability test: provides information about the degree of soil structural development and erosion resistance when exposed to rapid wetting. Sites with average values of 5.5 or above generally are very resistant to erosion. Maximum possible soil stability values may be less than 6 for very coarse sandy soils. High values usually reflect good hydrologic function.
"," classes: 1 is assigned to peds which dissolve within 5 seconds, 2 if between 5-30 seconds, 3 if between 30-300 seconds, 4 if 10-25% of the ped remain after the dipping cycle, 5 if 25-75% remain, and 6 if >75% of the ped remain intact.",No controlled name,-,-,WO - no category,,,,,,,,,,,
JER,Duneland Restoration Project_JER,Oven dry weight: Difference in soil weight in situ and oven dried to determine moisture content.  ,g,Soil_Moisture_grav,Gravimetric soil moisture content,% (g water/g dry soil*100),edited by WO,,,,,,,,,,,
JER,Holecheck's transects_College Ranch_NMSU,"Historical use of grazing  with light and conservative stocking rate, Chihuahuan Desert Rangeland Research Center, Las Cruces",,pH,Negative logarithm of the hydrogen ion concentration,no reported units,,,,,,,,,,,,
JER,Holecheck's transects_College Ranch_NMSU,"Historical use of grazing  with light and conservative stocking rate, Chihuahuan Desert Rangeland Research Center, Las Cruces",,Nitrate_NO3_extractable,Nitrate in soil extract,mg N/kg,,,,,,,,,,,,
JER,Holecheck's transects_College Ranch_NMSU,"Historical use of grazing  with light and conservative stocking rate, Chihuahuan Desert Rangeland Research Center, Las Cruces",,Bulk_Density,Oven-dried soil mass per volume,g/cm3,"0-10, 10-20, and 20-30 cm",,,,,,,,,,,
JER,Duneland Restoration Project_JER,,,Bulk_Density,Oven-dried soil mass per volume,g/cm3,0-5 cm,,,,,,,,,,,
JER,Holecheck's transects_College Ranch_NMSU,"Historical use of grazing  with light and conservative stocking rate, Chihuahuan Desert Rangeland Research Center, Las Cruces",,Clay,Percent of soil particles in clay fraction < 0.002 mm,% of <2 mm sieved soil,,,,,,,,,,,,
JER,Holecheck's transects_College Ranch_NMSU,"Historical use of grazing  with light and conservative stocking rate, Chihuahuan Desert Rangeland Research Center, Las Cruces",,Sand,Percent of soil particles in sand fraction > 0.05 mm,% of <2 mm sieved soil,,,,,,,,,,,,
JER,Holecheck's transects_College Ranch_NMSU,"Historical use of grazing  with light and conservative stocking rate, Chihuahuan Desert Rangeland Research Center, Las Cruces",,Silt,Percent of soil particles in silt fraction < 0.05 and > 0.002 mm,% of <2 mm sieved soil,,,,,,,,,,,,
JER,Duneland Restoration Project_JER,Soil infiltration rate: Single-ring infiltrometer provides a relative indication of infiltration capacity under saturated conditions. ,"mm/hr
",Infitration_Rate,Rate of water infiltration,cm/hr,edited by WO,,,,,,,,,,,
JER,Holecheck's transects_College Ranch_NMSU,"Historical use of grazing  with light and conservative stocking rate, Chihuahuan Desert Rangeland Research Center, Las Cruces",,Cu_extractable,Soil concentration of extractable Copper,mg Cu/kg,,,,,,,,,,,,
JER,Holecheck's transects_College Ranch_NMSU,"Historical use of grazing  with light and conservative stocking rate, Chihuahuan Desert Rangeland Research Center, Las Cruces",,Fe_extractable,Soil concentration of extractable Iron,mg Fe/kg,,,,,,,,,,,,
JER,Holecheck's transects_College Ranch_NMSU,"Historical use of grazing  with light and conservative stocking rate, Chihuahuan Desert Rangeland Research Center, Las Cruces",,Mn_extractable,Soil concentration of extractable Manganese,mg Mn/kg,,,,,,,,,,,,
JER,Holecheck's transects_College Ranch_NMSU,"Historical use of grazing  with light and conservative stocking rate, Chihuahuan Desert Rangeland Research Center, Las Cruces",,K_extractable,Soil concentration of extractable Potassium,mg K/kg,,,,,,,,,,,,
JER,Holecheck's transects_College Ranch_NMSU,"Historical use of grazing  with light and conservative stocking rate, Chihuahuan Desert Rangeland Research Center, Las Cruces",,Zn_extractable,Soil concentration of extractable Zinc,mg Zn/kg,,,,,,,,,,,,
JER,Holecheck's transects_College Ranch_NMSU,"Historical use of grazing  with light and conservative stocking rate, Chihuahuan Desert Rangeland Research Center, Las Cruces",,Electrical_Conductivity,Soil electrical conductivity,decisiemens/m,mmhos/cm that is equal to ds/m,,,,,,,,,,,
JER,Holecheck's transects_College Ranch_NMSU,"Historical use of grazing  with light and conservative stocking rate, Chihuahuan Desert Rangeland Research Center, Las Cruces",,Total_Soil_C,Total of all forms of carbon in the soil (organic and inorganic C),g C/kg,,,,,,,,,,,,
JER,Duneland Restoration Project_JER,,,Total_Soil_C,Total of all forms of carbon in the soil (organic and inorganic C),g C/kg,,,,,,,,,,,,
